Duration (in seconds),Participation,Q1,Q2,Q3,Q4,Q5,I6,I7,I8,I9,I10,I11,I12,U6,U7,U8,U9,U10,U11,U12
118,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,1.5,1.3,1.1,1.4,6.3,6.4,5.1,7,,,,,,,
127,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,5,,,,,,,,1,1,1,7,7,6,6
218,Yes,Male,Master's Degree,Caucasian or White,Donald Trump,5.4,,,,,,,,7,2.8,6.7,1,1,1,6.1
143,Yes,Female,Some College,Caucasian or White,Hillary Clinton,5.7,1,1,1.1,5.4,3.9,5.7,5.7,,,,,,,
101,Yes,Male,Some College,Caucasian or White,Did not vote,5.2,,,,,,,,2.9,4.2,5.4,2,2.2,1.7,3.5
337,Yes,Female,High School,Caucasian or White,Donald Trump,7,5.7,4.9,4.9,5.7,3.9,4.5,4.9,,,,,,,
226,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,6.8,,,,,,,,7,5,7,1,1,1,3
211,Yes,Male,High School,Caucasian or White,Did not vote,1,1,1,1,7,7,1,7,,,,,,,
217,Yes,Female,Some College,Caucasian or White,Hillary Clinton,5.1,,,,,,,,1.9,1,2,4,6.1,5.1,7
256,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,6.2,6.8,6.6,7,1,1.1,1.1,1.5,,,,,,,
233,Yes,Female,Some College,Caucasian or White,Donald Trump,6,5.5,4,6,1,1,1,1,,,,,,,
160,Yes,Male,Some College,Caucasian or White,Did not vote,3,1,1,1,5,3,1,1,,,,,,,
376,Yes,Female,Some College,African American or Black,Hillary Clinton,5,2,1,5,1.1,1.2,1.1,5.1,,,,,,,
139,Yes,Female,Bachelor's Degree,Native American or American Indian,Donald Trump,6,,,,,,,,5.6,6.2,6.2,5.5,5.5,4.9,6
358,Yes,Female,Some College,Caucasian or White,Donald Trump,4.1,,,,,,,,4.3,4.1,4.6,2,1.9,1.2,3.9
224,Yes,Male,Some College,African American or Black,Hillary Clinton,4,,,,,,,,1,1,1,7,7,7,7
333,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,6,7,4,4,1.1,1.1,1.1,4,,,,,,,
233,Yes,Male,Master's Degree,Caucasian or White,Donald Trump,5,7,5.5,7,1,1,1,4.1,,,,,,,
166,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,4.5,,,,,,,,5.8,2.4,5.8,2.1,1.4,1.4,4
458,Yes,Female,Some College,African American or Black,Hillary Clinton,5.4,,,,,,,,5.4,2.3,4,3.3,5.8,1.8,4.6
215,Yes,Female,Some College,Caucasian or White,Donald Trump,6.5,7,5,7,1,1,1,3,,,,,,,
359,Yes,Female,Master's Degree,Other,Hillary Clinton,6.7,1,1,1,7,7,7,7,,,,,,,
199,Yes,Female,Some College,Asian,Hillary Clinton,2,,,,,,,,1,1,4,5,3,1,4
198,Yes,Female,Some College,Caucasian or White,Did not vote,5,1,1,1,4,2.5,1,4.5,,,,,,,
291,Yes,Male,Master's Degree,Other,Hillary Clinton,6.1,,,,,,,,5.9,5,6,6,5.1,5.1,6
306,Yes,Female,Some College,Caucasian or White,Donald Trump,7,,,,,,,,7,3,7,1,1,1,4
109,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,3,1.2,1.1,1.6,4.1,4.1,3.5,6.6,,,,,,,
389,Yes,Female,Bachelor's Degree,African American or Black,Hillary Clinton,5.6,,,,,,,,4.1,1.1,3.9,7,7,4,4.2
185,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,7,7,7,7,1.1,1,1.1,4,,,,,,,
307,Yes,Female,Bachelor's Degree,Caucasian or White,Other,6.1,6.3,2.5,5.8,1.1,3.7,1.1,5.9,,,,,,,
102,Yes,Male,Some College,Asian,Did not vote,5.9,1,1,1.6,7,7,7,5,,,,,,,
252,Yes,Male,Master's Degree,African American or Black,Hillary Clinton,4,,,,,,,,1.6,1.6,6.2,1.1,2,1.1,4.1
112,Yes,Female,Master's Degree,Caucasian or White,Donald Trump,6.1,,,,,,,,5.1,5,6.7,1,1,1,4.1
202,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,7,,,,,,,,7,7,7,1,1,1.1,1
138,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,3,1.2,1,3.2,2.3,6.9,2.1,4.1,,,,,,,
196,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,5,5.5,2,2,1.5,2,1.5,7,,,,,,,
95,Yes,Female,Some College,Caucasian or White,Hillary Clinton,6.4,,,,,,,,1,1,1,7,7,7,7
125,Yes,Male,Some College,Caucasian or White,Did not vote,3,,,,,,,,1.9,1,3.2,4.6,3.9,2.5,5.1
226,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,,,,,,,,1,1,1,5.7,4,2.8,4
377,Yes,Female,Master's Degree,Caucasian or White,Donald Trump,7,,,,,,,,7,3.9,6.2,1.1,1.1,1.1,7
144,Yes,Female,Master's Degree,Asian,Did not vote,4.6,6.6,2.6,4.1,1,1,1,4.6,,,,,,,
189,Yes,Female,Some College,Caucasian or White,Donald Trump,5.4,4.3,3.3,5.9,1,1,1,2.1,,,,,,,
256,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,4.5,,,,,,,,6,5,7,1,1,1,2
158,Yes,Female,Master's Degree,Caucasian or White,Did not vote,5,1,1,2,2,5,1,4,,,,,,,
211,Yes,Female,Master's Degree,Caucasian or White,Donald Trump,3.1,1.1,1.1,1.1,1,1,1,5.8,,,,,,,
286,Yes,Female,Some College,Caucasian or White,Did not vote,6,7,1,7,1,1,1,7,,,,,,,
466,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,6.2,,,,,,,,4.6,4.1,4.4,4.8,4.4,3.7,3.3
208,Yes,Male,Some College,Hispanic or Latino,Donald Trump,7,,,,,,,,7,3,4,1,1,1,4
124,Yes,Female,Master's Degree,Caucasian or White,Hillary Clinton,4.3,1,1,1,2.3,2,1,7,,,,,,,
225,Yes,Female,Bachelor's Degree,African American or Black,Hillary Clinton,5,1,1,1.5,6.5,5.5,6.5,3,,,,,,,
329,Yes,Male,Some College,Caucasian or White,Did not vote,2.2,,,,,,,,1.5,1,2,5.2,3.7,3,6
955,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,7,7,7,7,4.9,3.2,1,4.1,,,,,,,
153,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,3,,,,,,,,1,1,1,5,5,5,4
900,Yes,Female,Master's Degree,Caucasian or White,Donald Trump,7,6.6,1.1,3,5.1,5,5.1,5.1,,,,,,,
257,Yes,Female,Master's Degree,Caucasian or White,Did not vote,3,,,,,,,,2.9,2.9,4,1,1,1,4
170,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,,,,,,,,1,1,1,7,5,1,3
190,Yes,Male,Master's Degree,Caucasian or White,Donald Trump,5.9,5.7,6.1,5.9,1,1,1,3.9,,,,,,,
531,Yes,Female,Bachelor's Degree,Asian,Did not vote,5,,,,,,,,1,1,4,4,4,4,5
181,Yes,Female,High School,Caucasian or White,Did not vote,4.4,6.6,4.6,6.2,1,1,1,2.1,,,,,,,
289,Yes,Female,Some College,Caucasian or White,Donald Trump,6,,,,,,,,6,3,4,1,1,1,4
132,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,7,,,,,,,,7,7,7,1,1,1,3
304,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,,,,,,,,4.5,1.5,5,1,1,1,6
314,Yes,Female,High School,Caucasian or White,Donald Trump,4.6,,,,,,,,2,1.3,2.7,2.1,4.1,1.8,3.4
39,Yes,Female,Some College,Asian,Hillary Clinton,3.7,3.7,5.2,5.4,4.2,2.4,3.7,3.9,,,,,,,
145,Yes,Male,Some College,Caucasian or White,Hillary Clinton,6.1,,,,,,,,1,1,1,6.2,6.1,6.2,7
799,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,6.5,,,,,,,,4.2,6.6,6.4,6.1,5.9,6.6,5.9
311,Yes,Female,Bachelor's Degree,Hispanic or Latino,Hillary Clinton,6.4,,,,,,,,1.3,1.4,1.5,1.9,2.6,2,6.8
183,Yes,Male,Some College,Caucasian or White,Did not vote,3.9,5.5,3.5,1.4,4,1.3,1.3,3.5,,,,,,,
434,Yes,Male,Bachelor's Degree,Pacific Islander,Hillary Clinton,3.2,1.9,1.4,2.5,4.5,5,4.5,5,,,,,,,
522,Yes,Male,High School,Caucasian or White,Donald Trump,5,5.3,5.4,4.5,5,4.6,5.7,5.4,,,,,,,
281,Yes,Female,Master's Degree,Caucasian or White,Hillary Clinton,5.5,,,,,,,,1,1,2,3,3,1,6
138,Yes,Female,Some College,African American or Black,Donald Trump,4.1,,,,,,,,5.6,3.9,3.9,1.9,2.8,2.5,3.7
150,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,5,,,,,,,,1,1,1,3,3,3,4
187,Yes,Male,High School,Caucasian or White,Hillary Clinton,2,1.9,1.9,2,2,2,2,2,,,,,,,
136,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,4.1,,,,,,,,1,1,1.9,1.7,1.8,1.6,4.1
135,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,6.1,,,,,,,,7,6.1,7,1.1,1.1,1.1,5
149,Yes,Male,High School,Caucasian or White,Donald Trump,4.4,4.5,4.1,5.1,3.7,4.9,4.1,3.7,,,,,,,
267,Yes,Male,High School,Hispanic or Latino,Hillary Clinton,6,1,1.1,1.4,5,5.2,4.5,4.1,,,,,,,
210,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,2.9,,,,,,,,4,4.2,4.1,2,2.6,1.3,5.9
1098,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,6,1,1,1,6.5,7,6,7,,,,,,,
227,Yes,Male,Some College,Caucasian or White,Other,5.1,5.8,2.5,6.4,1,1,1,2.5,,,,,,,
170,Yes,Male,Bachelor's Degree,Caucasian or White,Other,5.1,1.2,2,4.5,4,2.5,1.5,6,,,,,,,
283,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,2.9,,,,,,,,1.1,1.1,1.6,4.1,4.2,3.4,4.5
151,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,5,,,,,,,,1,1,2,4.9,4.9,1,4.9
6,No,,,,,,,,,,,,,,,,,,,
167,Yes,Female,Master's Degree,Caucasian or White,Did not vote,5,5,1,1,2,2,2,6,,,,,,,
122,Yes,Male,Some College,Caucasian or White,Did not vote,2,,,,,,,,1,1,2,4,2,6,6
1047,Yes,Female,Bachelor's Degree,Asian,Hillary Clinton,1,3.1,3.1,4.1,1,1,1,3.2,,,,,,,
160,Yes,Male,Some College,Hispanic or Latino,Hillary Clinton,5,,,,,,,,2,1,1,5,4,1,6
292,Yes,Male,Some College,Caucasian or White,Donald Trump,5.1,,,,,,,,6.8,2.6,5.8,1.5,2.1,1.8,3.7
209,Yes,Female,Some College,Caucasian or White,Hillary Clinton,4,1,1,1,7,7,1,7,,,,,,,
284,Yes,Female,Other,Caucasian or White,Donald Trump,7,,,,,,,,7,1.1,4.9,1.1,1.1,1.1,4
79,Yes,Male,Master's Degree,African American or Black,Donald Trump,6,4.7,5,6.2,4.6,5.3,5,5.5,,,,,,,
114,Yes,Female,Bachelor's Degree,Native American or American Indian,Donald Trump,6.1,,,,,,,,6,5.7,5.9,5.3,6,5.7,5.8
182,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,1,1,1,6,7,7,4,,,,,,,
139,Yes,Male,Some College,Caucasian or White,Hillary Clinton,5.7,2.1,1.2,3.2,2.2,2.5,2.2,4,,,,,,,
250,Yes,Male,Some College,Caucasian or White,Hillary Clinton,4,,,,,,,,2,1,1,6,5,5,5
204,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,5.7,,,,,,,,1.1,1,1.9,1,1,1,4
268,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,5,,,,,,,,1.2,1.1,1.5,7,7,5.8,6.1
170,Yes,Female,Some College,Caucasian or White,Donald Trump,7,7,6.6,7,1.1,1.5,1,1.1,,,,,,,
399,Yes,Female,Some College,Caucasian or White,Other,7,1.1,1.1,1.3,3,6.1,2.1,6.4,,,,,,,
137,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,6.2,,,,,,,,6.3,5.6,4.1,1,1,1,1.3
266,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,7,7,4,7,1.1,1.1,1.1,4,,,,,,,
65,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,4.1,3.9,4.3,3.2,3.7,3.7,3.6,3.9,,,,,,,
200,Yes,Male,Some College,African American or Black,Hillary Clinton,5.2,1,1,1,7,7,6.6,7,,,,,,,
111,Yes,Female,Some College,Caucasian or White,Donald Trump,5.2,,,,,,,,6.1,3.9,1.8,1.2,1.2,1,1.3
166,Yes,Female,Some College,Caucasian or White,Donald Trump,5.9,,,,,,,,7,4.1,5.3,1,1,1,3.1
657,Yes,Male,Master's Degree,Caucasian or White,Donald Trump,5.4,5.8,2.5,1.9,6.7,5.4,5.9,5.1,,,,,,,
97,Yes,Female,Bachelor's Degree,Hispanic or Latino,Hillary Clinton,4.1,,,,,,,,1.1,1.1,1,7,7,5.1,7
1736,Yes,Male,Master's Degree,Hispanic or Latino,Donald Trump,6,,,,,,,,5.8,5.1,5.7,6,6,5.7,6
207,Yes,Male,Bachelor's Degree,Asian,Did not vote,5,5,3,7,1,1,1,2.5,,,,,,,
668,Yes,Female,Master's Degree,Native American or American Indian,Hillary Clinton,5.4,4,1,1.1,1.2,1.2,4.3,5.2,,,,,,,
313,Yes,Male,Master's Degree,Caucasian or White,Hillary Clinton,5,,,,,,,,1,1,2,6,6,6,6
305,Yes,Male,Bachelor's Degree,Native American or American Indian,Donald Trump,5.4,4.7,4.4,3.5,3.8,4.4,3.8,4.9,,,,,,,
253,Yes,Female,Bachelor's Degree,African American or Black,Donald Trump,5.2,,,,,,,,3,2,4,1,4.1,1,4.8
322,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,6.5,,,,,,,,7,7,7,1,1,1,4
318,Yes,Male,Master's Degree,Caucasian or White,Other,1,,,,,,,,7,1,4,1,1,1,4
408,Yes,Male,Bachelor's Degree,Hispanic or Latino,Donald Trump,6.1,4.9,5.8,3.8,5.3,5.3,6.3,6,,,,,,,
1802,Yes,Female,Bachelor's Degree,African American or Black,Donald Trump,6.8,5.8,5.5,6.6,6.8,5.9,6,6.2,,,,,,,
187,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,,,,,,,,1,1,1,7,4,1.5,7
279,Yes,Male,High School,Caucasian or White,Did not vote,5.6,5.1,1,3.5,5.9,5.1,5.1,1,,,,,,,
139,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,7,,,,,,,,1,7,7,1,1,1,1
138,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,7,,,,,,,,7,7,7,1,1,1,4
113,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,7,,,,,,,,6.1,5.5,6.4,5.4,6.1,6,6.2
7,No,,,,,,,,,,,,,,,,,,,
116,Yes,Male,Some College,Caucasian or White,Donald Trump,2.7,,,,,,,,1,1,5.7,2.7,2.7,1,5.1
282,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,6,4,1,4,1.1,1.1,1.1,2,,,,,,,
1867,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,,,,,,,,1,1,1,5,4,1,4
181,Yes,Male,Bachelor's Degree,Hispanic or Latino,Donald Trump,4,3,1,2,4,4,3,4,,,,,,,
133,Yes,Male,Doctoral Degree or Equivalent,Caucasian or White,Donald Trump,3,5.1,2.7,4.3,5.3,1.7,2.6,1.6,,,,,,,
909,Yes,Male,Some College,Caucasian or White,Donald Trump,5.9,3,1.7,7,1.1,1.1,1.1,3.9,,,,,,,
159,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,2.4,,,,,,,,4.9,1,5.1,1.6,2.3,1.1,4
272,Yes,Female,Other,Caucasian or White,Hillary Clinton,3,1,1,2.1,1.1,5.1,1.1,5.1,,,,,,,
125,Yes,Male,Some College,Caucasian or White,Did not vote,6.3,1,1,1,7,7,6.9,6.5,,,,,,,
166,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,6.1,7,1.8,2.4,3,2.9,1,6.1,,,,,,,
423,Yes,Female,Some College,Caucasian or White,Donald Trump,7,7,6,7,1,1,1,2.5,,,,,,,
136,Yes,Male,Some College,Caucasian or White,Other,7,3,5,6,1,1,1,4,,,,,,,
526,Yes,Male,Bachelor's Degree,Hispanic or Latino,Donald Trump,6.1,5.4,6.3,6.3,6.1,5.9,4,5.3,,,,,,,
79,Yes,Male,Some College,Caucasian or White,Donald Trump,6.1,5.2,1.8,4.8,2,1.8,1.8,5.6,,,,,,,
2081,Yes,Female,Some College,Caucasian or White,Did not vote,4.8,4.9,3.5,3.3,5.1,3.8,4.7,4.3,,,,,,,
204,Yes,Male,Bachelor's Degree,African American or Black,Hillary Clinton,5.5,,,,,,,,1,1,3,5.1,3,3.5,5.6
146,Yes,Male,High School,Caucasian or White,Donald Trump,6.2,,,,,,,,6.6,4,7,1,1,1,2
302,Yes,Female,High School,Caucasian or White,Hillary Clinton,4.1,1,1,5,1,1,1,3,,,,,,,
164,Yes,Female,Master's Degree,African American or Black,Did not vote,7,,,,,,,,1,1,1,7,7,7,7
105,Yes,Male,Some College,Hispanic or Latino,Hillary Clinton,5.1,3.4,5.2,3.2,5.3,3.9,2.8,2.9,,,,,,,
1096,Yes,Female,Some College,Caucasian or White,Hillary Clinton,2,3,1,5,1,1,1,5.1,,,,,,,
1016,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,6.6,7,1.6,6,1.9,1.9,1.4,3.6,,,,,,,
101,Yes,Male,Master's Degree,Caucasian or White,Other,4.9,,,,,,,,1.7,1.3,6.1,1.3,2.2,1.2,5
475,Yes,Male,Some College,Caucasian or White,Hillary Clinton,2,,,,,,,,1,1,6.1,4,4,4,4
295,Yes,Male,Some College,Caucasian or White,Other,2.5,1,1,1,7,7,7,7,,,,,,,
330,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,2.9,,,,,,,,1,1,3.4,5,1.3,2.3,2.4
341,Yes,Male,Master's Degree,Caucasian or White,Hillary Clinton,3,,,,,,,,1,1,7,1,1,1,4
259,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,5,7,4.1,4,1,1,1,4.2,,,,,,,
129,Yes,Male,Some College,Caucasian or White,Hillary Clinton,5,,,,,,,,1,1,1,7,6,1.5,7
203,Yes,Female,Some College,Caucasian or White,Did not vote,4,,,,,,,,1,1,1,5,5,5,6
257,Yes,Male,Doctoral Degree or Equivalent,Asian,Donald Trump,5.1,5.5,7,7,1.1,1.1,1.1,3.5,,,,,,,
251,Yes,Male,Some College,African American or Black,Hillary Clinton,6.9,,,,,,,,5.1,1,6.9,7,5.4,6.9,3.7
326,Yes,Male,High School,Caucasian or White,Did not vote,3.5,,,,,,,,1.5,1,3,4,3,1,4
191,Yes,Male,Bachelor's Degree,Asian,Hillary Clinton,3.9,2.6,1,3.8,1.3,1.6,1.5,5.4,,,,,,,
197,Yes,Female,Some College,Caucasian or White,Donald Trump,4.3,,,,,,,,4.2,3.1,6.3,1.4,1.4,1.3,4.2
181,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,3.1,2.5,1.9,4.6,4.4,3.8,4.3,4,,,,,,,
413,Yes,Male,Some College,Other,Donald Trump,5.1,,,,,,,,6.5,7,7,1,1,1,3.5
1057,Yes,Male,Bachelor's Degree,Hispanic or Latino,Donald Trump,6.1,,,,,,,,4,4,6,2.4,3.2,2.5,6.1
243,Yes,Female,Bachelor's Degree,Hispanic or Latino,Donald Trump,6,,,,,,,,6,5,7,1,1,1,4
198,Yes,Female,Bachelor's Degree,Asian,Hillary Clinton,6,,,,,,,,1,1,2.4,6.3,6.8,6.4,6.9
222,Yes,Male,Some College,African American or Black,Other,5.2,5.2,1.4,3,1,1,1,4.1,,,,,,,
177,Yes,Male,Bachelor's Degree,Asian,Hillary Clinton,7,,,,,,,,7,5,6.5,5.9,4.2,4,4.1
189,Yes,Female,Some College,African American or Black,Hillary Clinton,7,,,,,,,,1,1,1.1,4.2,4.2,4.1,4.2
192,Yes,Female,Bachelor's Degree,Caucasian or White,Other,4,1,1,1,7,7,7,6,,,,,,,
145,Yes,Male,Master's Degree,Caucasian or White,Hillary Clinton,2,1.4,1.2,3,2,2.1,1.9,5.8,,,,,,,
223,Yes,Female,Some College,Caucasian or White,Did not vote,6,5.5,1,1,1,1,1,5,,,,,,,
280,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,4.7,1.3,1.4,5,1,1.1,1,6.5,,,,,,,
97,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,6.2,,,,,,,,6.2,6.4,6.4,5.1,4.9,5.2,3.7
146,Yes,Male,Master's Degree,Caucasian or White,Other,5.1,1,1,1,4,4,4.1,5,,,,,,,
171,Yes,Female,Some College,Caucasian or White,Donald Trump,6,,,,,,,,6.1,4.1,7,1.2,1.3,1.3,1.1
171,Yes,Male,Doctoral Degree or Equivalent,Caucasian or White,Other,2,4,3,5,1,1,1,4,,,,,,,
110,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,5.3,,,,,,,,1,1,1.2,5.8,5.1,4.9,4
99,Yes,Female,Some College,Caucasian or White,Did not vote,5.6,,,,,,,,5.9,1.4,5.8,1,1.3,1,4.9
245,Yes,Female,High School,Caucasian or White,Donald Trump,6.3,7,1.1,5.1,1.1,1.1,1.1,5,,,,,,,
133,Yes,Male,Doctoral Degree or Equivalent,Caucasian or White,Hillary Clinton,5.5,5,2.2,5.2,3,3.9,1.6,4,,,,,,,
151,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,1,1,1,6,5,3,7,,,,,,,
108,Yes,Female,Master's Degree,Caucasian or White,Donald Trump,7,,,,,,,,1,1,1,7,7,5.9,5.9
195,Yes,Female,High School,Asian,Did not vote,6.1,,,,,,,,1.8,1.7,1.4,4.7,5.2,5.2,3.2
359,Yes,Female,Some College,African American or Black,Did not vote,1,,,,,,,,1,1,1,7,7,7,7
145,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,6.1,,,,,,,,1,1,1,5.1,5.1,3.1,7
206,Yes,Female,High School,Caucasian or White,Donald Trump,7,7,7,7,1,1,1,3,,,,,,,
106,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,2,1,1,1,6,6,1,5,,,,,,,
236,Yes,Female,Master's Degree,Caucasian or White,Did not vote,2.8,,,,,,,,3.7,1.7,3.3,2,2,1.3,4.1
223,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,1,1,1,7,7,7,7,,,,,,,
157,Yes,Male,Some College,Caucasian or White,Donald Trump,4.9,,,,,,,,4.9,3.1,4.9,5.5,4.2,4,5.3
247,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,1.1,1.1,2.1,1,2.4,1.8,4,,,,,,,
526,Yes,Male,Bachelor's Degree,African American or Black,Donald Trump,6.1,3,2,2.3,5.7,6.1,5.8,2,,,,,,,
303,Yes,Female,Some College,Caucasian or White,Hillary Clinton,6,1,1,1.5,1.2,2,1,4,,,,,,,
147,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,5.2,,,,,,,,6.3,4.7,4.7,2.3,2,1,4.8
155,Yes,Male,Some College,Caucasian or White,Donald Trump,5,,,,,,,,7,3.5,6.5,1,1,1,2
228,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,3.6,,,,,,,,2.7,1,3.2,3.9,3.9,3.7,4
165,Yes,Male,Doctoral Degree or Equivalent,Caucasian or White,Hillary Clinton,7,,,,,,,,1.1,1.1,1.1,7,7,5.8,7
825,Yes,Female,Master's Degree,Caucasian or White,Donald Trump,5.4,,,,,,,,3.7,5.6,3.2,5.2,4.6,5.7,5.7
220,Yes,Male,Doctoral Degree or Equivalent,Caucasian or White,Hillary Clinton,5,2.1,5.7,1.6,5.5,5.9,5.8,7,,,,,,,
145,Yes,Female,Some College,Caucasian or White,Did not vote,4,,,,,,,,6.1,2,7,1,1,1,3
161,Yes,Female,Some College,Hispanic or Latino,Hillary Clinton,5.5,1,1,1.1,7,2.1,2.1,3,,,,,,,
106,Yes,Female,Bachelor's Degree,African American or Black,Did not vote,4.1,,,,,,,,1.9,1,1.7,5.9,5,3.1,6.3
215,Yes,Male,Some College,Caucasian or White,Other,4.7,1.1,1.1,1.8,4.1,2.1,2.5,1.9,,,,,,,
241,Yes,Female,High School,Asian,Donald Trump,5.3,3.9,1.7,4.4,3.2,3.9,1.2,5.2,,,,,,,
100,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,6.2,,,,,,,,1,1,1,7,7,7,7
603,Yes,Male,Master's Degree,Hispanic or Latino,Donald Trump,7,7,4.8,5.7,6.1,5.2,5.4,6.6,,,,,,,
681,Yes,Male,Master's Degree,Hispanic or Latino,Donald Trump,6,6.1,5.6,5.5,5.6,5.9,5.9,5.8,,,,,,,
